Series_Title,Overview,clean_text
Les choristes,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,"Les choristes The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music. Drama, Music Christophe Barratier Gérard Jugnot François Berléand Jean-Baptiste Maunier Kad Merad"
Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","Iron Man After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil. Action, Adventure, Sci-Fi Jon Favreau Robert Downey Jr. Gwyneth Paltrow Terrence Howard Jeff Bridges"
Shaun of the Dead,A man's uneventful life is disrupted by the zombie apocalypse.,"Shaun of the Dead A man's uneventful life is disrupted by the zombie apocalypse. Comedy, Horror Edgar Wright Simon Pegg Nick Frost Kate Ashfield Lucy Davis"
Gegen die Wand,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.","Gegen die Wand With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love. Drama, Romance Fatih Akin Birol Ünel Sibel Kekilli Güven Kiraç Zarah Jane McKenzie"
Mystic River,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,"Mystic River The lives of three men who were childhood friends are shattered when one of them has a family tragedy. Crime, Drama, Mystery Clint Eastwood Sean Penn Tim Robbins Kevin Bacon Emmy Rossum"
Harry Potter and the Prisoner of Azkaban,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.","Harry Potter and the Prisoner of Azkaban Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard. Adventure, Family, Fantasy Alfonso Cuarón Daniel Radcliffe Emma Watson Rupert Grint Richard Griffiths"
Ying xiong,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.","Ying xiong A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors. Action, Adventure, History Yimou Zhang Jet Li Tony Chiu-Wai Leung Maggie Cheung Ziyi Zhang"
Hable con ella,Two men share an odd friendship while they care for two women who are both in deep comas.,"Hable con ella Two men share an odd friendship while they care for two women who are both in deep comas. Drama, Mystery, Romance Pedro Almodóvar Rosario Flores Javier Cámara Darío Grandinetti Leonor Watling"
No Man's Land,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.","No Man's Land Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap. Comedy, Drama, War Danis Tanovic Branko Djuric Rene Bitorajac Filip Sovagovic Georges Siatidis"
Cowboy Bebop: Tengoku no tobira,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.","Cowboy Bebop: Tengoku no tobira A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit. Animation, Action, Crime Shin'ichirô Watanabe Tensai Okamura Hiroyuki Okiura Yoshiyuki Takei Beau Billingslea"
The Bourne Identity,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.","The Bourne Identity A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory. Action, Mystery, Thriller Doug Liman Franka Potente Matt Damon Chris Cooper Clive Owen"
Nueve reinas,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").","Nueve reinas Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens""). Crime, Drama, Thriller Fabián Bielinsky Ricardo Darín Gastón Pauls Graciela Tenenbaum María Mercedes Villagra"
Children of Men,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.","Children of Men In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea. Adventure, Drama, Sci-Fi Alfonso Cuarón Julianne Moore Clive Owen Chiwetel Ejiofor Michael Caine"
Almost Famous,A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,"Almost Famous A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour. Adventure, Comedy, Drama Cameron Crowe Billy Crudup Patrick Fugit Kate Hudson Frances McDormand"
Mulholland Dr.,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.","Mulholland Dr. After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality. Drama, Mystery, Thriller David Lynch Naomi Watts Laura Harring Justin Theroux Jeanne Bates"
Toy Story 2,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.","Toy Story 2 When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye. Animation, Adventure, Comedy John Lasseter Ash Brannon Lee Unkrich Tom Hanks Tim Allen"
Boogie Nights,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.","Boogie Nights Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent. Drama Paul Thomas Anderson Mark Wahlberg Julianne Moore Burt Reynolds Luis Guzmán"
Mimi wo sumaseba,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.","Mimi wo sumaseba A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses. Animation, Drama, Family Yoshifumi Kondô Yoko Honna Issey Takahashi Takashi Tachibana Shigeru Muroi"
Once Were Warriors,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,"Once Were Warriors A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts. Crime, Drama Lee Tamahori Rena Owen Temuera Morrison Mamaengaroa Kerr-Bell Julian Arahanga"
True Romance,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.","True Romance In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it. Crime, Drama, Romance Tony Scott Christian Slater Patricia Arquette Dennis Hopper Val Kilmer"
Trois couleurs: Bleu,A woman struggles to find a way to live her life after the death of her husband and child.,"Trois couleurs: Bleu A woman struggles to find a way to live her life after the death of her husband and child. Drama, Music, Mystery Krzysztof Kieslowski Juliette Binoche Zbigniew Zamachowski Julie Delpy Benoît Régent"
Jûbê ninpûchô,A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate.,"Jûbê ninpûchô A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate. Animation, Action, Adventure Yoshiaki Kawajiri Kôichi Yamadera Emi Shinohara Takeshi Aono Osamu Saka"
